image_id,shape_id,shape_name,a,b,shape_center_x,shape_center_y,alpha,shape_color,image_binary_code,shape_color_word
03529,0,Ellipse,8,16,38,6,30,"(255, 255, 255)",10010011101100,white
03530,0,Parallelogram,8,16,38,6,30,"(255, 255, 255)",01010011101100,white
03531,0,Parallelogram,8,16,38,6,30,"(255, 255, 255)",11010011101100,white
03532,0,Ellipse,8,16,54,6,30,"(255, 255, 255)",00110011101100,white
03533,0,Ellipse,8,16,54,6,30,"(255, 255, 255)",10110011101100,white
03534,0,Parallelogram,8,16,54,6,30,"(255, 255, 255)",01110011101100,white
03535,0,Parallelogram,8,16,54,6,30,"(255, 255, 255)",11110011101100,white
03536,0,Ellipse,8,16,6,22,30,"(255, 255, 255)",00001011101100,white
03537,0,Ellipse,8,16,6,22,30,"(255, 255, 255)",10001011101100,white
03538,0,Parallelogram,8,16,6,22,30,"(255, 255, 255)",01001011101100,white
03539,0,Parallelogram,8,16,6,22,30,"(255, 255, 255)",11001011101100,white
03540,0,Ellipse,8,16,22,22,30,"(255, 255, 255)",00101011101100,white
03541,0,Ellipse,8,16,22,22,30,"(255, 255, 255)",10101011101100,white
03542,0,Parallelogram,8,16,22,22,30,"(255, 255, 255)",01101011101100,white
03543,0,Parallelogram,8,16,22,22,30,"(255, 255, 255)",11101011101100,white
03544,0,Ellipse,8,16,38,22,30,"(255, 255, 255)",00011011101100,white
03545,0,Ellipse,8,16,38,22,30,"(255, 255, 255)",10011011101100,white
03546,0,Parallelogram,8,16,38,22,30,"(255, 255, 255)",01011011101100,white
03547,0,Parallelogram,8,16,38,22,30,"(255, 255, 255)",11011011101100,white
03548,0,Ellipse,8,16,54,22,30,"(255, 255, 255)",00111011101100,white
03549,0,Ellipse,8,16,54,22,30,"(255, 255, 255)",10111011101100,white
03550,0,Parallelogram,8,16,54,22,30,"(255, 255, 255)",01111011101100,white
03551,0,Parallelogram,8,16,54,22,30,"(255, 255, 255)",11111011101100,white
03552,0,Ellipse,8,16,6,38,30,"(255, 255, 255)",00000111101100,white
03553,0,Ellipse,8,16,6,38,30,"(255, 255, 255)",10000111101100,white
03554,0,Parallelogram,8,16,6,38,30,"(255, 255, 255)",01000111101100,white
03555,0,Parallelogram,8,16,6,38,30,"(255, 255, 255)",11000111101100,white
03556,0,Ellipse,8,16,22,38,30,"(255, 255, 255)",00100111101100,white
03557,0,Ellipse,8,16,22,38,30,"(255, 255, 255)",10100111101100,white
03558,0,Parallelogram,8,16,22,38,30,"(255, 255, 255)",01100111101100,white
03559,0,Parallelogram,8,16,22,38,30,"(255, 255, 255)",11100111101100,white
03560,0,Ellipse,8,16,38,38,30,"(255, 255, 255)",00010111101100,white
03561,0,Ellipse,8,16,38,38,30,"(255, 255, 255)",10010111101100,white
03562,0,Parallelogram,8,16,38,38,30,"(255, 255, 255)",01010111101100,white
03563,0,Parallelogram,8,16,38,38,30,"(255, 255, 255)",11010111101100,white
03564,0,Ellipse,8,16,54,38,30,"(255, 255, 255)",00110111101100,white
03565,0,Ellipse,8,16,54,38,30,"(255, 255, 255)",10110111101100,white
03566,0,Parallelogram,8,16,54,38,30,"(255, 255, 255)",01110111101100,white
03567,0,Parallelogram,8,16,54,38,30,"(255, 255, 255)",11110111101100,white
03568,0,Ellipse,8,16,6,54,30,"(255, 255, 255)",00001111101100,white
03569,0,Ellipse,8,16,6,54,30,"(255, 255, 255)",10001111101100,white
03570,0,Parallelogram,8,16,6,54,30,"(255, 255, 255)",01001111101100,white
03571,0,Parallelogram,8,16,6,54,30,"(255, 255, 255)",11001111101100,white
03572,0,Ellipse,8,16,22,54,30,"(255, 255, 255)",00101111101100,white
03573,0,Ellipse,8,16,22,54,30,"(255, 255, 255)",10101111101100,white
03574,0,Parallelogram,8,16,22,54,30,"(255, 255, 255)",01101111101100,white
03575,0,Parallelogram,8,16,22,54,30,"(255, 255, 255)",11101111101100,white
03576,0,Ellipse,8,16,38,54,30,"(255, 255, 255)",00011111101100,white
03577,0,Ellipse,8,16,38,54,30,"(255, 255, 255)",10011111101100,white
03578,0,Parallelogram,8,16,38,54,30,"(255, 255, 255)",01011111101100,white
03579,0,Parallelogram,8,16,38,54,30,"(255, 255, 255)",11011111101100,white
03580,0,Ellipse,8,16,54,54,30,"(255, 255, 255)",00111111101100,white
03581,0,Ellipse,8,16,54,54,30,"(255, 255, 255)",10111111101100,white
03582,0,Parallelogram,8,16,54,54,30,"(255, 255, 255)",01111111101100,white
03583,0,Parallelogram,8,16,54,54,30,"(255, 255, 255)",11111111101100,white
03584,0,Ellipse,12,16,6,6,30,"(255, 0, 0)",00000000011100,blue
03585,0,Ellipse,12,16,6,6,30,"(255, 0, 0)",10000000011100,blue
03586,0,Parallelogram,12,16,6,6,30,"(255, 0, 0)",01000000011100,blue
03587,0,Parallelogram,12,16,6,6,30,"(255, 0, 0)",11000000011100,blue
03588,0,Ellipse,12,16,22,6,30,"(255, 0, 0)",00100000011100,blue
03589,0,Ellipse,12,16,22,6,30,"(255, 0, 0)",10100000011100,blue
03590,0,Parallelogram,12,16,22,6,30,"(255, 0, 0)",01100000011100,blue
03591,0,Parallelogram,12,16,22,6,30,"(255, 0, 0)",11100000011100,blue
03592,0,Ellipse,12,16,38,6,30,"(255, 0, 0)",00010000011100,blue
03593,0,Ellipse,12,16,38,6,30,"(255, 0, 0)",10010000011100,blue
03594,0,Parallelogram,12,16,38,6,30,"(255, 0, 0)",01010000011100,blue
03595,0,Parallelogram,12,16,38,6,30,"(255, 0, 0)",11010000011100,blue
03596,0,Ellipse,12,16,54,6,30,"(255, 0, 0)",00110000011100,blue
03597,0,Ellipse,12,16,54,6,30,"(255, 0, 0)",10110000011100,blue
03598,0,Parallelogram,12,16,54,6,30,"(255, 0, 0)",01110000011100,blue
03599,0,Parallelogram,12,16,54,6,30,"(255, 0, 0)",11110000011100,blue
03600,0,Ellipse,12,16,6,22,30,"(255, 0, 0)",00001000011100,blue
03601,0,Ellipse,12,16,6,22,30,"(255, 0, 0)",10001000011100,blue
03602,0,Parallelogram,12,16,6,22,30,"(255, 0, 0)",01001000011100,blue
03603,0,Parallelogram,12,16,6,22,30,"(255, 0, 0)",11001000011100,blue
03604,0,Ellipse,12,16,22,22,30,"(255, 0, 0)",00101000011100,blue
03605,0,Ellipse,12,16,22,22,30,"(255, 0, 0)",10101000011100,blue
03606,0,Parallelogram,12,16,22,22,30,"(255, 0, 0)",01101000011100,blue
03607,0,Parallelogram,12,16,22,22,30,"(255, 0, 0)",11101000011100,blue
03608,0,Ellipse,12,16,38,22,30,"(255, 0, 0)",00011000011100,blue
03609,0,Ellipse,12,16,38,22,30,"(255, 0, 0)",10011000011100,blue
03610,0,Parallelogram,12,16,38,22,30,"(255, 0, 0)",01011000011100,blue
03611,0,Parallelogram,12,16,38,22,30,"(255, 0, 0)",11011000011100,blue
03612,0,Ellipse,12,16,54,22,30,"(255, 0, 0)",00111000011100,blue
03613,0,Ellipse,12,16,54,22,30,"(255, 0, 0)",10111000011100,blue
03614,0,Parallelogram,12,16,54,22,30,"(255, 0, 0)",01111000011100,blue
03615,0,Parallelogram,12,16,54,22,30,"(255, 0, 0)",11111000011100,blue
03616,0,Ellipse,12,16,6,38,30,"(255, 0, 0)",00000100011100,blue
03617,0,Ellipse,12,16,6,38,30,"(255, 0, 0)",10000100011100,blue
03618,0,Parallelogram,12,16,6,38,30,"(255, 0, 0)",01000100011100,blue
03619,0,Parallelogram,12,16,6,38,30,"(255, 0, 0)",11000100011100,blue
03620,0,Ellipse,12,16,22,38,30,"(255, 0, 0)",00100100011100,blue
03621,0,Ellipse,12,16,22,38,30,"(255, 0, 0)",10100100011100,blue
03622,0,Parallelogram,12,16,22,38,30,"(255, 0, 0)",01100100011100,blue
03623,0,Parallelogram,12,16,22,38,30,"(255, 0, 0)",11100100011100,blue
03624,0,Ellipse,12,16,38,38,30,"(255, 0, 0)",00010100011100,blue
03625,0,Ellipse,12,16,38,38,30,"(255, 0, 0)",10010100011100,blue
03626,0,Parallelogram,12,16,38,38,30,"(255, 0, 0)",01010100011100,blue
03627,0,Parallelogram,12,16,38,38,30,"(255, 0, 0)",11010100011100,blue
03628,0,Ellipse,12,16,54,38,30,"(255, 0, 0)",00110100011100,blue
03629,0,Ellipse,12,16,54,38,30,"(255, 0, 0)",10110100011100,blue
03630,0,Parallelogram,12,16,54,38,30,"(255, 0, 0)",01110100011100,blue
03631,0,Parallelogram,12,16,54,38,30,"(255, 0, 0)",11110100011100,blue
03632,0,Ellipse,12,16,6,54,30,"(255, 0, 0)",00001100011100,blue
03633,0,Ellipse,12,16,6,54,30,"(255, 0, 0)",10001100011100,blue
03634,0,Parallelogram,12,16,6,54,30,"(255, 0, 0)",01001100011100,blue
03635,0,Parallelogram,12,16,6,54,30,"(255, 0, 0)",11001100011100,blue
03636,0,Ellipse,12,16,22,54,30,"(255, 0, 0)",00101100011100,blue
03637,0,Ellipse,12,16,22,54,30,"(255, 0, 0)",10101100011100,blue
03638,0,Parallelogram,12,16,22,54,30,"(255, 0, 0)",01101100011100,blue
03639,0,Parallelogram,12,16,22,54,30,"(255, 0, 0)",11101100011100,blue
03640,0,Ellipse,12,16,38,54,30,"(255, 0, 0)",00011100011100,blue
03641,0,Ellipse,12,16,38,54,30,"(255, 0, 0)",10011100011100,blue
03642,0,Parallelogram,12,16,38,54,30,"(255, 0, 0)",01011100011100,blue
03643,0,Parallelogram,12,16,38,54,30,"(255, 0, 0)",11011100011100,blue
03644,0,Ellipse,12,16,54,54,30,"(255, 0, 0)",00111100011100,blue
03645,0,Ellipse,12,16,54,54,30,"(255, 0, 0)",10111100011100,blue
03646,0,Parallelogram,12,16,54,54,30,"(255, 0, 0)",01111100011100,blue
03647,0,Parallelogram,12,16,54,54,30,"(255, 0, 0)",11111100011100,blue
03648,0,Ellipse,12,16,6,6,30,"(0, 255, 0)",00000010011100,green
03649,0,Ellipse,12,16,6,6,30,"(0, 255, 0)",10000010011100,green
03650,0,Parallelogram,12,16,6,6,30,"(0, 255, 0)",01000010011100,green
03651,0,Parallelogram,12,16,6,6,30,"(0, 255, 0)",11000010011100,green
03652,0,Ellipse,12,16,22,6,30,"(0, 255, 0)",00100010011100,green
03653,0,Ellipse,12,16,22,6,30,"(0, 255, 0)",10100010011100,green
03654,0,Parallelogram,12,16,22,6,30,"(0, 255, 0)",01100010011100,green
03655,0,Parallelogram,12,16,22,6,30,"(0, 255, 0)",11100010011100,green
03656,0,Ellipse,12,16,38,6,30,"(0, 255, 0)",00010010011100,green
03657,0,Ellipse,12,16,38,6,30,"(0, 255, 0)",10010010011100,green
03658,0,Parallelogram,12,16,38,6,30,"(0, 255, 0)",01010010011100,green
03659,0,Parallelogram,12,16,38,6,30,"(0, 255, 0)",11010010011100,green
03660,0,Ellipse,12,16,54,6,30,"(0, 255, 0)",00110010011100,green
03661,0,Ellipse,12,16,54,6,30,"(0, 255, 0)",10110010011100,green
03662,0,Parallelogram,12,16,54,6,30,"(0, 255, 0)",01110010011100,green
03663,0,Parallelogram,12,16,54,6,30,"(0, 255, 0)",11110010011100,green
03664,0,Ellipse,12,16,6,22,30,"(0, 255, 0)",00001010011100,green
03665,0,Ellipse,12,16,6,22,30,"(0, 255, 0)",10001010011100,green
03666,0,Parallelogram,12,16,6,22,30,"(0, 255, 0)",01001010011100,green
03667,0,Parallelogram,12,16,6,22,30,"(0, 255, 0)",11001010011100,green
03668,0,Ellipse,12,16,22,22,30,"(0, 255, 0)",00101010011100,green
03669,0,Ellipse,12,16,22,22,30,"(0, 255, 0)",10101010011100,green
03670,0,Parallelogram,12,16,22,22,30,"(0, 255, 0)",01101010011100,green
03671,0,Parallelogram,12,16,22,22,30,"(0, 255, 0)",11101010011100,green
03672,0,Ellipse,12,16,38,22,30,"(0, 255, 0)",00011010011100,green
03673,0,Ellipse,12,16,38,22,30,"(0, 255, 0)",10011010011100,green
03674,0,Parallelogram,12,16,38,22,30,"(0, 255, 0)",01011010011100,green
03675,0,Parallelogram,12,16,38,22,30,"(0, 255, 0)",11011010011100,green
03676,0,Ellipse,12,16,54,22,30,"(0, 255, 0)",00111010011100,green
03677,0,Ellipse,12,16,54,22,30,"(0, 255, 0)",10111010011100,green
03678,0,Parallelogram,12,16,54,22,30,"(0, 255, 0)",01111010011100,green
03679,0,Parallelogram,12,16,54,22,30,"(0, 255, 0)",11111010011100,green
03680,0,Ellipse,12,16,6,38,30,"(0, 255, 0)",00000110011100,green
03681,0,Ellipse,12,16,6,38,30,"(0, 255, 0)",10000110011100,green
03682,0,Parallelogram,12,16,6,38,30,"(0, 255, 0)",01000110011100,green
03683,0,Parallelogram,12,16,6,38,30,"(0, 255, 0)",11000110011100,green
03684,0,Ellipse,12,16,22,38,30,"(0, 255, 0)",00100110011100,green
03685,0,Ellipse,12,16,22,38,30,"(0, 255, 0)",10100110011100,green
03686,0,Parallelogram,12,16,22,38,30,"(0, 255, 0)",01100110011100,green
03687,0,Parallelogram,12,16,22,38,30,"(0, 255, 0)",11100110011100,green
03688,0,Ellipse,12,16,38,38,30,"(0, 255, 0)",00010110011100,green
03689,0,Ellipse,12,16,38,38,30,"(0, 255, 0)",10010110011100,green
03690,0,Parallelogram,12,16,38,38,30,"(0, 255, 0)",01010110011100,green
03691,0,Parallelogram,12,16,38,38,30,"(0, 255, 0)",11010110011100,green
03692,0,Ellipse,12,16,54,38,30,"(0, 255, 0)",00110110011100,green
03693,0,Ellipse,12,16,54,38,30,"(0, 255, 0)",10110110011100,green
03694,0,Parallelogram,12,16,54,38,30,"(0, 255, 0)",01110110011100,green
03695,0,Parallelogram,12,16,54,38,30,"(0, 255, 0)",11110110011100,green
03696,0,Ellipse,12,16,6,54,30,"(0, 255, 0)",00001110011100,green
03697,0,Ellipse,12,16,6,54,30,"(0, 255, 0)",10001110011100,green
03698,0,Parallelogram,12,16,6,54,30,"(0, 255, 0)",01001110011100,green
03699,0,Parallelogram,12,16,6,54,30,"(0, 255, 0)",11001110011100,green
03700,0,Ellipse,12,16,22,54,30,"(0, 255, 0)",00101110011100,green
03701,0,Ellipse,12,16,22,54,30,"(0, 255, 0)",10101110011100,green
03702,0,Parallelogram,12,16,22,54,30,"(0, 255, 0)",01101110011100,green
03703,0,Parallelogram,12,16,22,54,30,"(0, 255, 0)",11101110011100,green
03704,0,Ellipse,12,16,38,54,30,"(0, 255, 0)",00011110011100,green
03705,0,Ellipse,12,16,38,54,30,"(0, 255, 0)",10011110011100,green
03706,0,Parallelogram,12,16,38,54,30,"(0, 255, 0)",01011110011100,green
03707,0,Parallelogram,12,16,38,54,30,"(0, 255, 0)",11011110011100,green
03708,0,Ellipse,12,16,54,54,30,"(0, 255, 0)",00111110011100,green
03709,0,Ellipse,12,16,54,54,30,"(0, 255, 0)",10111110011100,green
03710,0,Parallelogram,12,16,54,54,30,"(0, 255, 0)",01111110011100,green
03711,0,Parallelogram,12,16,54,54,30,"(0, 255, 0)",11111110011100,green
03712,0,Ellipse,12,16,6,6,30,"(0, 0, 255)",00000001011100,red
03713,0,Ellipse,12,16,6,6,30,"(0, 0, 255)",10000001011100,red
03714,0,Parallelogram,12,16,6,6,30,"(0, 0, 255)",01000001011100,red
03715,0,Parallelogram,12,16,6,6,30,"(0, 0, 255)",11000001011100,red
03716,0,Ellipse,12,16,22,6,30,"(0, 0, 255)",00100001011100,red
03717,0,Ellipse,12,16,22,6,30,"(0, 0, 255)",10100001011100,red
03718,0,Parallelogram,12,16,22,6,30,"(0, 0, 255)",01100001011100,red
03719,0,Parallelogram,12,16,22,6,30,"(0, 0, 255)",11100001011100,red
03720,0,Ellipse,12,16,38,6,30,"(0, 0, 255)",00010001011100,red
03721,0,Ellipse,12,16,38,6,30,"(0, 0, 255)",10010001011100,red
03722,0,Parallelogram,12,16,38,6,30,"(0, 0, 255)",01010001011100,red
03723,0,Parallelogram,12,16,38,6,30,"(0, 0, 255)",11010001011100,red
03724,0,Ellipse,12,16,54,6,30,"(0, 0, 255)",00110001011100,red
03725,0,Ellipse,12,16,54,6,30,"(0, 0, 255)",10110001011100,red
03726,0,Parallelogram,12,16,54,6,30,"(0, 0, 255)",01110001011100,red
03727,0,Parallelogram,12,16,54,6,30,"(0, 0, 255)",11110001011100,red
03728,0,Ellipse,12,16,6,22,30,"(0, 0, 255)",00001001011100,red
03729,0,Ellipse,12,16,6,22,30,"(0, 0, 255)",10001001011100,red
03730,0,Parallelogram,12,16,6,22,30,"(0, 0, 255)",01001001011100,red
03731,0,Parallelogram,12,16,6,22,30,"(0, 0, 255)",11001001011100,red
03732,0,Ellipse,12,16,22,22,30,"(0, 0, 255)",00101001011100,red
03733,0,Ellipse,12,16,22,22,30,"(0, 0, 255)",10101001011100,red
03734,0,Parallelogram,12,16,22,22,30,"(0, 0, 255)",01101001011100,red
03735,0,Parallelogram,12,16,22,22,30,"(0, 0, 255)",11101001011100,red
03736,0,Ellipse,12,16,38,22,30,"(0, 0, 255)",00011001011100,red
03737,0,Ellipse,12,16,38,22,30,"(0, 0, 255)",10011001011100,red
03738,0,Parallelogram,12,16,38,22,30,"(0, 0, 255)",01011001011100,red
03739,0,Parallelogram,12,16,38,22,30,"(0, 0, 255)",11011001011100,red
03740,0,Ellipse,12,16,54,22,30,"(0, 0, 255)",00111001011100,red
03741,0,Ellipse,12,16,54,22,30,"(0, 0, 255)",10111001011100,red
03742,0,Parallelogram,12,16,54,22,30,"(0, 0, 255)",01111001011100,red
03743,0,Parallelogram,12,16,54,22,30,"(0, 0, 255)",11111001011100,red
03744,0,Ellipse,12,16,6,38,30,"(0, 0, 255)",00000101011100,red
03745,0,Ellipse,12,16,6,38,30,"(0, 0, 255)",10000101011100,red
03746,0,Parallelogram,12,16,6,38,30,"(0, 0, 255)",01000101011100,red
03747,0,Parallelogram,12,16,6,38,30,"(0, 0, 255)",11000101011100,red
03748,0,Ellipse,12,16,22,38,30,"(0, 0, 255)",00100101011100,red
03749,0,Ellipse,12,16,22,38,30,"(0, 0, 255)",10100101011100,red
03750,0,Parallelogram,12,16,22,38,30,"(0, 0, 255)",01100101011100,red
03751,0,Parallelogram,12,16,22,38,30,"(0, 0, 255)",11100101011100,red
03752,0,Ellipse,12,16,38,38,30,"(0, 0, 255)",00010101011100,red
03753,0,Ellipse,12,16,38,38,30,"(0, 0, 255)",10010101011100,red
03754,0,Parallelogram,12,16,38,38,30,"(0, 0, 255)",01010101011100,red
03755,0,Parallelogram,12,16,38,38,30,"(0, 0, 255)",11010101011100,red
03756,0,Ellipse,12,16,54,38,30,"(0, 0, 255)",00110101011100,red
03757,0,Ellipse,12,16,54,38,30,"(0, 0, 255)",10110101011100,red
03758,0,Parallelogram,12,16,54,38,30,"(0, 0, 255)",01110101011100,red
03759,0,Parallelogram,12,16,54,38,30,"(0, 0, 255)",11110101011100,red
03760,0,Ellipse,12,16,6,54,30,"(0, 0, 255)",00001101011100,red
03761,0,Ellipse,12,16,6,54,30,"(0, 0, 255)",10001101011100,red
03762,0,Parallelogram,12,16,6,54,30,"(0, 0, 255)",01001101011100,red
03763,0,Parallelogram,12,16,6,54,30,"(0, 0, 255)",11001101011100,red
03764,0,Ellipse,12,16,22,54,30,"(0, 0, 255)",00101101011100,red
03765,0,Ellipse,12,16,22,54,30,"(0, 0, 255)",10101101011100,red
03766,0,Parallelogram,12,16,22,54,30,"(0, 0, 255)",01101101011100,red
03767,0,Parallelogram,12,16,22,54,30,"(0, 0, 255)",11101101011100,red
03768,0,Ellipse,12,16,38,54,30,"(0, 0, 255)",00011101011100,red
03769,0,Ellipse,12,16,38,54,30,"(0, 0, 255)",10011101011100,red
03770,0,Parallelogram,12,16,38,54,30,"(0, 0, 255)",01011101011100,red
03771,0,Parallelogram,12,16,38,54,30,"(0, 0, 255)",11011101011100,red
03772,0,Ellipse,12,16,54,54,30,"(0, 0, 255)",00111101011100,red
03773,0,Ellipse,12,16,54,54,30,"(0, 0, 255)",10111101011100,red
03774,0,Parallelogram,12,16,54,54,30,"(0, 0, 255)",01111101011100,red
03775,0,Parallelogram,12,16,54,54,30,"(0, 0, 255)",11111101011100,red
03776,0,Ellipse,12,16,6,6,30,"(255, 255, 255)",00000011011100,white
03777,0,Ellipse,12,16,6,6,30,"(255, 255, 255)",10000011011100,white
03778,0,Parallelogram,12,16,6,6,30,"(255, 255, 255)",01000011011100,white
03779,0,Parallelogram,12,16,6,6,30,"(255, 255, 255)",11000011011100,white
03780,0,Ellipse,12,16,22,6,30,"(255, 255, 255)",00100011011100,white
03781,0,Ellipse,12,16,22,6,30,"(255, 255, 255)",10100011011100,white
03782,0,Parallelogram,12,16,22,6,30,"(255, 255, 255)",01100011011100,white
03783,0,Parallelogram,12,16,22,6,30,"(255, 255, 255)",11100011011100,white
03784,0,Ellipse,12,16,38,6,30,"(255, 255, 255)",00010011011100,white
03785,0,Ellipse,12,16,38,6,30,"(255, 255, 255)",10010011011100,white
03786,0,Parallelogram,12,16,38,6,30,"(255, 255, 255)",01010011011100,white
03787,0,Parallelogram,12,16,38,6,30,"(255, 255, 255)",11010011011100,white
03788,0,Ellipse,12,16,54,6,30,"(255, 255, 255)",00110011011100,white
03789,0,Ellipse,12,16,54,6,30,"(255, 255, 255)",10110011011100,white
03790,0,Parallelogram,12,16,54,6,30,"(255, 255, 255)",01110011011100,white
03791,0,Parallelogram,12,16,54,6,30,"(255, 255, 255)",11110011011100,white
03792,0,Ellipse,12,16,6,22,30,"(255, 255, 255)",00001011011100,white
03793,0,Ellipse,12,16,6,22,30,"(255, 255, 255)",10001011011100,white
03794,0,Parallelogram,12,16,6,22,30,"(255, 255, 255)",01001011011100,white
03795,0,Parallelogram,12,16,6,22,30,"(255, 255, 255)",11001011011100,white
03796,0,Ellipse,12,16,22,22,30,"(255, 255, 255)",00101011011100,white
03797,0,Ellipse,12,16,22,22,30,"(255, 255, 255)",10101011011100,white
03798,0,Parallelogram,12,16,22,22,30,"(255, 255, 255)",01101011011100,white
03799,0,Parallelogram,12,16,22,22,30,"(255, 255, 255)",11101011011100,white
03800,0,Ellipse,12,16,38,22,30,"(255, 255, 255)",00011011011100,white
03801,0,Ellipse,12,16,38,22,30,"(255, 255, 255)",10011011011100,white
03802,0,Parallelogram,12,16,38,22,30,"(255, 255, 255)",01011011011100,white
03803,0,Parallelogram,12,16,38,22,30,"(255, 255, 255)",11011011011100,white
03804,0,Ellipse,12,16,54,22,30,"(255, 255, 255)",00111011011100,white
03805,0,Ellipse,12,16,54,22,30,"(255, 255, 255)",10111011011100,white
03806,0,Parallelogram,12,16,54,22,30,"(255, 255, 255)",01111011011100,white
03807,0,Parallelogram,12,16,54,22,30,"(255, 255, 255)",11111011011100,white
03808,0,Ellipse,12,16,6,38,30,"(255, 255, 255)",00000111011100,white
03809,0,Ellipse,12,16,6,38,30,"(255, 255, 255)",10000111011100,white
03810,0,Parallelogram,12,16,6,38,30,"(255, 255, 255)",01000111011100,white
03811,0,Parallelogram,12,16,6,38,30,"(255, 255, 255)",11000111011100,white
03812,0,Ellipse,12,16,22,38,30,"(255, 255, 255)",00100111011100,white
03813,0,Ellipse,12,16,22,38,30,"(255, 255, 255)",10100111011100,white
03814,0,Parallelogram,12,16,22,38,30,"(255, 255, 255)",01100111011100,white
03815,0,Parallelogram,12,16,22,38,30,"(255, 255, 255)",11100111011100,white
03816,0,Ellipse,12,16,38,38,30,"(255, 255, 255)",00010111011100,white
03817,0,Ellipse,12,16,38,38,30,"(255, 255, 255)",10010111011100,white
03818,0,Parallelogram,12,16,38,38,30,"(255, 255, 255)",01010111011100,white
03819,0,Parallelogram,12,16,38,38,30,"(255, 255, 255)",11010111011100,white
03820,0,Ellipse,12,16,54,38,30,"(255, 255, 255)",00110111011100,white
03821,0,Ellipse,12,16,54,38,30,"(255, 255, 255)",10110111011100,white
03822,0,Parallelogram,12,16,54,38,30,"(255, 255, 255)",01110111011100,white
03823,0,Parallelogram,12,16,54,38,30,"(255, 255, 255)",11110111011100,white
03824,0,Ellipse,12,16,6,54,30,"(255, 255, 255)",00001111011100,white
03825,0,Ellipse,12,16,6,54,30,"(255, 255, 255)",10001111011100,white
03826,0,Parallelogram,12,16,6,54,30,"(255, 255, 255)",01001111011100,white
03827,0,Parallelogram,12,16,6,54,30,"(255, 255, 255)",11001111011100,white
03828,0,Ellipse,12,16,22,54,30,"(255, 255, 255)",00101111011100,white
03829,0,Ellipse,12,16,22,54,30,"(255, 255, 255)",10101111011100,white
03830,0,Parallelogram,12,16,22,54,30,"(255, 255, 255)",01101111011100,white
03831,0,Parallelogram,12,16,22,54,30,"(255, 255, 255)",11101111011100,white
03832,0,Ellipse,12,16,38,54,30,"(255, 255, 255)",00011111011100,white
03833,0,Ellipse,12,16,38,54,30,"(255, 255, 255)",10011111011100,white
03834,0,Parallelogram,12,16,38,54,30,"(255, 255, 255)",01011111011100,white
03835,0,Parallelogram,12,16,38,54,30,"(255, 255, 255)",11011111011100,white
03836,0,Ellipse,12,16,54,54,30,"(255, 255, 255)",00111111011100,white
03837,0,Ellipse,12,16,54,54,30,"(255, 255, 255)",10111111011100,white
03838,0,Parallelogram,12,16,54,54,30,"(255, 255, 255)",01111111011100,white
03839,0,Parallelogram,12,16,54,54,30,"(255, 255, 255)",11111111011100,white
03840,0,Ellipse,16,16,6,6,30,"(255, 0, 0)",00000000111100,blue
03841,0,Ellipse,16,16,6,6,30,"(255, 0, 0)",10000000111100,blue
03842,0,Parallelogram,16,16,6,6,30,"(255, 0, 0)",01000000111100,blue
03843,0,Parallelogram,16,16,6,6,30,"(255, 0, 0)",11000000111100,blue
03844,0,Ellipse,16,16,22,6,30,"(255, 0, 0)",00100000111100,blue
03845,0,Ellipse,16,16,22,6,30,"(255, 0, 0)",10100000111100,blue
03846,0,Parallelogram,16,16,22,6,30,"(255, 0, 0)",01100000111100,blue
03847,0,Parallelogram,16,16,22,6,30,"(255, 0, 0)",11100000111100,blue
03848,0,Ellipse,16,16,38,6,30,"(255, 0, 0)",00010000111100,blue
03849,0,Ellipse,16,16,38,6,30,"(255, 0, 0)",10010000111100,blue
03850,0,Parallelogram,16,16,38,6,30,"(255, 0, 0)",01010000111100,blue
03851,0,Parallelogram,16,16,38,6,30,"(255, 0, 0)",11010000111100,blue
03852,0,Ellipse,16,16,54,6,30,"(255, 0, 0)",00110000111100,blue
03853,0,Ellipse,16,16,54,6,30,"(255, 0, 0)",10110000111100,blue
03854,0,Parallelogram,16,16,54,6,30,"(255, 0, 0)",01110000111100,blue
03855,0,Parallelogram,16,16,54,6,30,"(255, 0, 0)",11110000111100,blue
03856,0,Ellipse,16,16,6,22,30,"(255, 0, 0)",00001000111100,blue
03857,0,Ellipse,16,16,6,22,30,"(255, 0, 0)",10001000111100,blue
03858,0,Parallelogram,16,16,6,22,30,"(255, 0, 0)",01001000111100,blue
03859,0,Parallelogram,16,16,6,22,30,"(255, 0, 0)",11001000111100,blue
03860,0,Ellipse,16,16,22,22,30,"(255, 0, 0)",00101000111100,blue
03861,0,Ellipse,16,16,22,22,30,"(255, 0, 0)",10101000111100,blue
03862,0,Parallelogram,16,16,22,22,30,"(255, 0, 0)",01101000111100,blue
03863,0,Parallelogram,16,16,22,22,30,"(255, 0, 0)",11101000111100,blue
03864,0,Ellipse,16,16,38,22,30,"(255, 0, 0)",00011000111100,blue
03865,0,Ellipse,16,16,38,22,30,"(255, 0, 0)",10011000111100,blue
03866,0,Parallelogram,16,16,38,22,30,"(255, 0, 0)",01011000111100,blue
03867,0,Parallelogram,16,16,38,22,30,"(255, 0, 0)",11011000111100,blue
03868,0,Ellipse,16,16,54,22,30,"(255, 0, 0)",00111000111100,blue
03869,0,Ellipse,16,16,54,22,30,"(255, 0, 0)",10111000111100,blue
